,date,user_name,user_id,user_location,id_tweet,favorites,retweets,hashtags,text
0,2021-04-07 13:52:52,jcuecam,217779492,España,1379794306215641088,1,1,[],"Guía de vacunación en Aragón: cuándo, qué grupos, con qué vacunas y cómo pedir cita via @heraldoes https://t.co/YWnpzT3wfP"
1,2021-04-07 13:40:00,eeb_ove,1219941855871356928,Bilbao,1379791066618941443,0,0,[],"📢 Estas son algunas de las preguntas que le hemos hecho a Sara de la Rica, @saradelarica . Conoce las respuestas en nuestro blog.

2⃣ ¿Cree que las lanzaderas de empleo son necesarias para el empleo y el emprendimiento?

Blog 👉https://t.co/jTwtYbCEqO https://t.co/FW96DXrE97"
2,2021-04-07 10:25:31,heraldoes,15581283,"Aragón, España",1379742126284677120,2,2,[],"👉 Guía de vacunación en Aragón: cuándo, qué grupos, con qué vacunas y cómo pedir cita https://t.co/DoZfCSwpEy"
3,2021-04-06 12:39:00,eeb_ove,1219941855871356928,Bilbao,1379413327621844993,0,1,[],"📢 Estas son algunas de las preguntas que le hemos hecho a Sara de la Rica, @saradelarica . Conoce las respuestas en nuestro blog.

1⃣ ¿Deben las instituciones impulsar la innovación y el emprendimiento?

Blog 👉https://t.co/jTwtYbUfPo https://t.co/Jz39dXDh7V"
4,2021-04-06 10:45:07,Amor_y_Rabia,1454728183,Valladolid,1379384668341088258,1,0,[],"FESTIVAL DEL HUMOR NEGRO: En lugar de retirar la vacuna de Coronavirus a la vista del número de muertes por trombosis, la UE acepta que cambie su nombre a Vaxzevria (eliminando toda referencia a la Universidad de Oxford)
1) https://t.co/IscfxYOICv
2) https://t.co/Sc1SO9anAJ https://t.co/81VMeuvmzA"
5,2021-04-06 08:30:00,eeb_ove,1219941855871356928,Bilbao,1379350665412153345,3,1,"[{'text': 'eebove', 'indices': [206, 213]}, {'text': 'emprendimiento', 'indices': [214, 229]}, {'text': 'saradelarica', 'indices': [230, 243]}, {'text': 'pandemia', 'indices': [244, 253]}, {'text': 'covid19', 'indices': [254, 262]}, {'text': 'VacunaCOVID19', 'indices': [263, 277]}]","👥 Hablamos con Sara de la Rica,@saradelarica, Directora de la Fundación @iseak_eu: ""Por fin, veo la salida del túnel gracias a la vacunación"".

Entrevista completa en nuestro blog👉 https://t.co/jTwtYbUfPo

#eebove #emprendimiento #saradelarica #pandemia #covid19 #VacunaCOVID19 https://t.co/UQhIe2rkU3"
6,2021-04-06 07:00:46,hugose75,2513326138,"Cuenca, España",1379328208877801474,1,0,[],"@CarmenC29477661 Según el calendario realizado por el gobierno central estáis en el grupo 5C, vamos, que aún os queda.
GRUPO 5C. Personas de entre 60 a 69 años.
https://t.co/3Vmn4KiOeS

https://t.co/9Ok9JANIYa"
7,2021-04-05 07:37:07,Menttegato,324807720,Madrid,1378974969854619654,0,0,[],"@bernal_enrique A pesar del éxito de la vacunación, Hungría establece un récord diario de muertes por COVID https://t.co/cHswmQvhhx"
8,2021-04-05 06:00:00,FNALCER,277907839,Madrid,1378950530974642176,4,0,[],"𝐄𝐒𝐓𝐑𝐀𝐓𝐄𝐆𝐈𝐀 𝐃𝐄 𝐕𝐀𝐂𝐔𝐍𝐀𝐂𝐈Ó𝐍 𝐅𝐑𝐄𝐍𝐓𝐄 𝐀 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗 𝐄𝐍 𝐄𝐒𝐏𝐀Ñ𝐀 (𝐀𝐂𝐓𝐔𝐀𝐋𝐈𝐙𝐀𝐂𝐈Ó𝐍 𝟑𝟎 𝐌𝐀𝐑𝐙𝐎 𝐃𝐄 𝟐𝟎𝟐𝟏)
https://t.co/95M2ZTHuVy
@facme_es https://t.co/1Cj6a1rMq6"
9,2021-04-04 17:24:56,dnja40,279488995,"Alicante, España",1378760509646835712,1,1,[],La vacuna de AstraZeneca cambia de nombre: ahora se llama Vaxzevria https://t.co/3aWP6uR0nx
